Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,covid_cases,covid_deaths
Symptoms of Anxiety Disorder,By Education,united states,Bachelor's degree or higher,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,27.3,26.4,28.2,26.4 - 28.2,,0.0,0.0
Symptoms of Anxiety Disorder,By State,alabama,Alabama,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.7,29.4,38.2,29.4 - 38.2,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,alaska,Alaska,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,26.2,21.3,31.6,21.3 - 31.6,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,arizona,Arizona,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.8,27.0,34.7,27.0 - 34.7,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,arkansas,Arkansas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.6,25.8,38.0,25.8 - 38.0,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,california,California,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.7,31.1,36.4,31.1 - 36.4,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,colorado,Colorado,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.9,27.1,34.8,27.1 - 34.8,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,connecticut,Connecticut,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,27.7,22.4,33.6,22.4 - 33.6,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,delaware,Delaware,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.5,24.0,33.3,24.0 - 33.3,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,district of columbia,District of Columbia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.0,25.7,40.9,25.7 - 40.9,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,florida,Florida,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.8,31.7,38.0,31.7 - 38.0,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,georgia,Georgia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.7,28.0,37.8,28.0 - 37.8,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,hawaii,Hawaii,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,20.7,16.4,25.6,16.4 - 25.6,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,idaho,Idaho,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.6,24.4,33.0,24.4 - 33.0,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,illinois,Illinois,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.2,30.3,38.2,30.3 - 38.2,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,indiana,Indiana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.7,24.5,33.2,24.5 - 33.2,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,iowa,Iowa,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.9,27.4,36.8,27.4 - 36.8,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,kansas,Kansas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.9,25.0,35.2,25.0 - 35.2,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,kentucky,Kentucky,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.0,28.4,37.9,28.4 - 37.9,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,louisiana,Louisiana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.5,28.6,36.5,28.6 - 36.5,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,maine,Maine,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.5,25.8,37.5,25.8 - 37.5,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,maryland,Maryland,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,22.8,19.6,26.1,19.6 - 26.1,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,massachusetts,Massachusetts,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,26.1,21.7,30.9,21.7 - 30.9,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,michigan,Michigan,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,24.6,21.4,28.1,21.4 - 28.1,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,minnesota,Minnesota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,27.5,23.7,31.4,23.7 - 31.4,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,mississippi,Mississippi,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.9,27.1,37.1,27.1 - 37.1,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,missouri,Missouri,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,23.2,19.7,26.9,19.7 - 26.9,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,montana,Montana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,26.4,22.4,30.7,22.4 - 30.7,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,nebraska,Nebraska,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,23.5,18.7,29.0,18.7 - 29.0,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,nevada,Nevada,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.3,28.9,37.9,28.9 - 37.9,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,new hampshire,New Hampshire,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.7,27.2,36.5,27.2 - 36.5,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,new jersey,New Jersey,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.7,25.5,36.4,25.5 - 36.4,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,new mexico,New Mexico,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.6,23.5,34.2,23.5 - 34.2,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,new york,New York,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.3,30.9,41.9,30.9 - 41.9,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,north carolina,North Carolina,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.3,28.4,38.4,28.4 - 38.4,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,north dakota,North Dakota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,20.2,15.8,25.2,15.8 - 25.2,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,ohio,Ohio,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.6,25.9,35.5,25.9 - 35.5,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,oklahoma,Oklahoma,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.9,24.3,33.8,24.3 - 33.8,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,oregon,Oregon,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.0,31.8,38.4,31.8 - 38.4,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,pennsylvania,Pennsylvania,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.2,24.9,33.8,24.9 - 33.8,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,rhode island,Rhode Island,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,26.6,21.6,32.0,21.6 - 32.0,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,south carolina,South Carolina,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,23.7,20.0,27.7,20.0 - 27.7,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,south dakota,South Dakota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,25.6,20.1,31.8,20.1 - 31.8,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,tennessee,Tennessee,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.6,26.2,35.4,26.2 - 35.4,29.9-32.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,texas,Texas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.0,29.1,37.0,29.1 - 37.0,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,utah,Utah,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.0,23.4,32.9,23.4 - 32.9,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,vermont,Vermont,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.8,23.2,37.0,23.2 - 37.0,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,virginia,Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.5,24.9,34.4,24.9 - 34.4,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,washington,Washington,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.4,26.4,32.6,26.4 - 32.6,26.5-29.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,west virginia,West Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.8,30.3,41.7,30.3 - 41.7,32.8-36.3,0.0,0.0
Symptoms of Anxiety Disorder,By State,wisconsin,Wisconsin,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,25.3,21.2,29.6,21.2 - 29.6,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,wyoming,Wyoming,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,21.3,16.7,26.5,16.7 - 26.5,20.2-26.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,united states,United States,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.1,35.2,37.0,35.2 - 37.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,18 - 29 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,49.3,46.8,51.8,46.8 - 51.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,30 - 39 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,41.5,39.7,43.3,39.7 - 43.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,40 - 49 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.0,37.2,40.9,37.2 - 40.9,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,50 - 59 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.0,34.0,38.1,34.0 - 38.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,60 - 69 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,27.4,25.4,29.5,25.4 - 29.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,70 - 79 years,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,19.0,16.9,21.3,16.9 - 21.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,80 years and above,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,18.6,13.9,24.0,13.9 - 24.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Male,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.9,30.4,33.5,30.4 - 33.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Female,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,40.0,39.0,41.0,39.0 - 41.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,40.8,38.2,43.4,38.2 - 43.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.0,33.0,35.0,33.0 - 35.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,40.0,37.1,42.9,37.1 - 42.9,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.2,25.5,33.0,25.5 - 33.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,48.1,43.6,52.7,43.6 - 52.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Less than a high school diploma,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,44.7,41.2,48.2,41.2 - 48.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,High school diploma or GED,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.8,34.7,38.8,34.7 - 38.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Some college/Associate's degree,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.3,37.8,40.7,37.8 - 40.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Bachelor's degree or higher,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.2,29.3,31.1,29.3 - 31.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alabama,Alabama,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.9,32.2,41.9,32.2 - 41.9,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alaska,Alaska,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.2,30.0,40.7,30.0 - 40.7,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arizona,Arizona,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.8,33.2,40.5,33.2 - 40.5,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arkansas,Arkansas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.2,31.9,44.7,31.9 - 44.7,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,california,California,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.7,37.2,42.2,37.2 - 42.2,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,colorado,Colorado,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.7,30.5,39.0,30.5 - 39.0,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,connecticut,Connecticut,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.8,27.1,38.8,27.1 - 38.8,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,delaware,Delaware,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.0,28.0,38.4,28.0 - 38.4,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,district of columbia,District of Columbia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.5,32.0,47.3,32.0 - 47.3,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,florida,Florida,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,40.7,37.1,44.4,37.1 - 44.4,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,georgia,Georgia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.7,30.5,41.1,30.5 - 41.1,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,hawaii,Hawaii,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,27.5,23.6,31.6,23.6 - 31.6,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,idaho,Idaho,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.0,27.6,36.7,27.6 - 36.7,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,illinois,Illinois,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.5,35.3,43.9,35.3 - 43.9,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,indiana,Indiana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.1,27.9,36.6,27.9 - 36.6,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,iowa,Iowa,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.9,30.2,39.9,30.2 - 39.9,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kansas,Kansas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.6,31.6,41.8,31.6 - 41.8,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kentucky,Kentucky,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,37.6,33.1,42.4,33.1 - 42.4,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,louisiana,Louisiana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.5,32.5,40.7,32.5 - 40.7,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maine,Maine,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.4,29.7,41.3,29.7 - 41.3,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maryland,Maryland,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,26.9,23.6,30.3,23.6 - 30.3,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,massachusetts,Massachusetts,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.0,26.6,35.7,26.6 - 35.7,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,michigan,Michigan,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.1,24.6,31.9,24.6 - 31.9,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,minnesota,Minnesota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.0,27.2,35.1,27.2 - 35.1,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,mississippi,Mississippi,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.4,32.7,44.3,32.7 - 44.3,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,missouri,Missouri,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.5,24.4,35.0,24.4 - 35.0,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,montana,Montana,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,30.4,26.3,34.8,26.3 - 34.8,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nebraska,Nebraska,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.0,26.5,35.9,26.5 - 35.9,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nevada,Nevada,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.5,34.0,43.1,34.0 - 43.1,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new hampshire,New Hampshire,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,35.1,30.1,40.4,30.1 - 40.4,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new jersey,New Jersey,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.8,28.2,39.8,28.2 - 39.8,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new mexico,New Mexico,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.7,29.1,40.6,29.1 - 40.6,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new york,New York,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.6,33.2,44.2,33.2 - 44.2,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north carolina,North Carolina,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.2,31.5,41.2,31.5 - 41.2,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north dakota,North Dakota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,23.0,18.3,28.2,18.3 - 28.2,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,ohio,Ohio,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.9,32.0,42.0,32.0 - 42.0,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oklahoma,Oklahoma,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.7,28.8,38.9,28.8 - 38.9,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oregon,Oregon,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,40.5,37.0,44.0,37.0 - 44.0,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,pennsylvania,Pennsylvania,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.9,29.3,38.7,29.3 - 38.7,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,rhode island,Rhode Island,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.2,24.4,34.4,24.4 - 34.4,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south carolina,South Carolina,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.4,26.8,36.3,26.8 - 36.3,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south dakota,South Dakota,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.8,24.2,35.8,24.2 - 35.8,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,tennessee,Tennessee,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.0,33.3,42.9,33.3 - 42.9,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,texas,Texas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.6,35.6,43.6,35.6 - 43.6,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,utah,Utah,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,34.1,29.6,38.9,29.6 - 38.9,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,vermont,Vermont,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.7,27.3,40.6,27.3 - 40.6,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,virginia,Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.5,31.5,41.7,31.5 - 41.7,34.8-37.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,washington,Washington,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.9,28.7,35.2,28.7 - 35.2,31.1-34.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,west virginia,West Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.9,33.1,45.0,33.1 - 45.0,37.7-40.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wisconsin,Wisconsin,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,28.3,24.1,32.8,24.1 - 32.8,23.0-31.0,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wyoming,Wyoming,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,29.4,23.9,35.4,23.9 - 35.4,23.0-31.0,0.0,0.0
Symptoms of Depressive Disorder,National Estimate,united states,United States,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,25.1,24.3,25.9,24.3 - 25.9,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,18 - 29 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,36.8,33.9,39.7,33.9 - 39.7,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,30 - 39 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,26.7,25.3,28.2,25.3 - 28.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,40 - 49 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,25.9,24.1,27.6,24.1 - 27.6,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,50 - 59 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,24.6,22.6,26.7,22.6 - 26.7,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,60 - 69 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,19.6,18.1,21.2,18.1 - 21.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,70 - 79 years,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,15.5,13.3,17.8,13.3 - 17.8,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,80 years and above,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,9.9,6.8,13.7,6.8 - 13.7,,0.0,0.0
Symptoms of Depressive Disorder,By Sex,united states,Male,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,23.3,22.2,24.5,22.2 - 24.5,,0.0,0.0
Symptoms of Depressive Disorder,By Sex,united states,Female,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,26.7,25.8,27.7,25.8 - 27.7,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,28.4,25.5,31.5,25.5 - 31.5,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,23.5,22.6,24.6,22.6 - 24.6,,0.0,0.0
